experiment_name,experiment,config_file,environment,environment_id,resolved_environment_id,observation_representation,agent,seed,phase,train_steps,eval_checkpoint,eval_return,checkpoint,episode,return,length,success,environment_steps,gradient_updates,training_loss_mean,training_loss_max,nonfinite_loss_count,completed_checkpoint_count,expected_checkpoint_count,elapsed_seconds,training_elapsed_seconds,evaluation_elapsed_seconds,wall_clock_training_time,wall_clock_evaluation_time,git_commit_hash,package_version,source_snapshot_sha256,execution_inputs_clean,python_version,torch_version,numpy_version,gymnasium_version,minigrid_version,gym_pybullet_drones_version,pybullet_version,mean_gate,support_abstention_rate,global_tabular_error,global_neural_error,visited_states,failure_rate,collision_rate,risk_zone_rate,idle_rate,risk_adjusted_score,unsupported_state_ratio,memory_branch_usage_ratio,neural_branch_usage_ratio,abstention_ratio,adaptive_alpha_mean,adaptive_alpha_iqr,support_score_mean,uncertainty_score_mean,exact_support_coverage,approximate_support_coverage,fuzzy_gate_active_rate,neural_only_fallback_rate,out_of_fuzzy_support_count,out_of_fuzzy_support_ratio,support_status,inference_time_us_per_decision_mean,inference_time_us_per_decision_median,selected_branch,memory_cost_states,memory_cost_entries,memory_cost_bytes_estimated,localization_error_mean,sensor_dropout_rate,camera_visible_rate,motor_saturation_rate,tabular_greedy_action,neural_greedy_action,mixed_selected_action,optimal_action,tabular_action_correct,neural_action_correct,relative_reliability_score,predicted_better_branch,actually_better_branch,actually_better_branch_value,tabular_q_error,neural_q_error,post_shift,shift_region,steps_since_shift
reviewer1_observation_shift_smoke,reviewer1_observation_shift_smoke,configs/reviewer1_remaining/smoke/observation_shift.yaml,Reviewer1-observation-shift-smoke,Reviewer1ObservationShift-v0,Reviewer1ObservationShift-v0,native_gymnasium_observation,count_gated_tau_20,11010,train,1078,,,1078,11,0.2999999999999996,55,1.0,1078,36,0.003135117749075612,0.013761648908257484,0,0,3,1.93950539999787,1.93950539999787,0.0,1.93950539999787,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,7cc5bc598cfd6850415c80c2a5f22423f37a7ce8561077a69366f06d0ab14b1d,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.15688708823270836,0.0,1.0,1.0,211.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2307692307692307,0.7692307692307688,0.0,nan,nan,0.25918177931828223,nan,1.0,1.0,nan,0.0,nan,nan,exact,24.674545454545452,22.6,neural,211.0,844.0,8440.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_observation_shift_smoke,reviewer1_observation_shift_smoke,configs/reviewer1_remaining/smoke/observation_shift.yaml,Reviewer1-observation-shift-smoke,Reviewer1ObservationShift-v0,Reviewer1ObservationShift-v0,native_gymnasium_observation,count_gated_tau_20,11010,train,1080,,,1080,12,0.99,2,1.0,1080,36,0.003135117749075612,0.013761648908257484,0,0,3,1.9422931999943103,1.9422931999943103,0.0,1.9422931999943103,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,7cc5bc598cfd6850415c80c2a5f22423f37a7ce8561077a69366f06d0ab14b1d,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.15688708823270836,0.0,1.0,1.0,213.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23076923076923078,0.7692307692307692,0.0,nan,nan,0.2591817793182821,nan,1.0,1.0,nan,0.0,nan,nan,exact,22.05,22.05,neural,213.0,852.0,8520.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_observation_shift_smoke,reviewer1_observation_shift_smoke,configs/reviewer1_remaining/smoke/observation_shift.yaml,Reviewer1-observation-shift-smoke,Reviewer1ObservationShift-v0,Reviewer1ObservationShift-v0,native_gymnasium_observation,count_gated_tau_20,11010,train,1155,,,1155,13,0.13999999999999946,75,1.0,1155,41,0.0034170910757228097,0.013761648908257484,0,0,3,2.029357899999013,2.029357899999013,0.0,2.029357899999013,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,7cc5bc598cfd6850415c80c2a5f22423f37a7ce8561077a69366f06d0ab14b1d,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.1804539542868251,0.0,1.0,1.0,218.0,0.0,0.0,0.0,0.0,1.0,0.0,0.332063492063492,0.6679365079365077,0.0,nan,nan,0.3972536153793369,nan,1.0,1.0,nan,0.0,nan,nan,exact,50.59600000000001,19.7,neural,218.0,872.0,8720.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_observation_shift_smoke,reviewer1_observation_shift_smoke,configs/reviewer1_remaining/smoke/observation_shift.yaml,Reviewer1-observation-shift-smoke,Reviewer1ObservationShift-v0,Reviewer1ObservationShift-v0,native_gymnasium_observation,count_gated_tau_20,11010,train,1156,,,1156,14,1.0,1,1.0,1156,41,0.0034170910757228097,0.013761648908257484,0,0,3,2.0308956999942893,2.0308956999942893,0.0,2.0308956999942893,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,7cc5bc598cfd6850415c80c2a5f22423f37a7ce8561077a69366f06d0ab14b1d,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.1804539542868251,0.0,1.0,1.0,219.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23076923076923078,0.7692307692307692,0.0,nan,nan,0.2591817793182821,nan,1.0,1.0,nan,0.0,nan,nan,exact,13.7,13.7,neural,219.0,876.0,8760.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_observation_shift_smoke,reviewer1_observation_shift_smoke,configs/reviewer1_remaining/smoke/observation_shift.yaml,Reviewer1-observation-shift-smoke,Reviewer1ObservationShift-v0,Reviewer1ObservationShift-v0,native_gymnasium_observation,count_gated_tau_20,11010,train,1316,,,1316,15,-1.9200000000000015,160,0.0,1316,51,0.0032728786047265005,0.013761648908257484,0,0,3,2.3156348999982583,2.3156348999982583,0.0,2.3156348999982583,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,7cc5bc598cfd6850415c80c2a5f22423f37a7ce8561077a69366f06d0ab14b1d,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.16516629671116254,0.0,1.0,1.0,256.0,1.0,0.0,0.0,0.0,0.0,0.225,0.07156901069944548,0.9284309893005546,0.0,nan,nan,0.07665991975515944,nan,0.775,0.775,nan,0.225,nan,nan,exact,47.42,22.85,neural,256.0,1024.0,10240.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_observation_shift_smoke,reviewer1_observation_shift_smoke,configs/reviewer1_remaining/smoke/observation_shift.yaml,Reviewer1-observation-shift-smoke,Reviewer1ObservationShift-v0,Reviewer1ObservationShift-v0,native_gymnasium_observation,count_gated_tau_20,11010,train,1471,,,1471,16,-0.7300000000000013,155,1.0,1471,60,0.0032206285090069287,0.013761648908257484,0,0,3,2.6123096000010264,2.6123096000010264,0.0,2.6123096000010264,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,7cc5bc598cfd6850415c80c2a5f22423f37a7ce8561077a69366f06d0ab14b1d,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.17136654541589766,0.0,1.0,1.0,281.0,0.0,0.0,0.0,0.0,1.0,0.1032258064516129,0.22861958369407379,0.7713804163059262,0.0,nan,nan,0.2710597733658908,nan,0.896774193548387,0.896774193548387,nan,0.1032258064516129,nan,nan,exact,87.1058064516129,24.3,neural,281.0,1124.0,11240.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_observation_shift_smoke,reviewer1_observation_shift_smoke,configs/reviewer1_remaining/smoke/observation_shift.yaml,Reviewer1-observation-shift-smoke,Reviewer1ObservationShift-v0,Reviewer1ObservationShift-v0,native_gymnasium_observation,count_gated_tau_20,11010,train,1631,,,1631,17,-2.080000000000001,160,0.0,1631,70,0.003482347467589924,0.013761648908257484,0,0,3,2.966110299996217,2.966110299996217,0.0,2.966110299996217,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,7cc5bc598cfd6850415c80c2a5f22423f37a7ce8561077a69366f06d0ab14b1d,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.17769960429249418,0.0,1.0,1.0,300.0,1.0,0.0,0.0,0.0,0.0,0.3625,0.14874131161535253,0.8512586883846474,0.0,nan,nan,0.1715684914794507,nan,0.6375,0.6375,nan,0.3625,nan,nan,exact,72.62125,25.25,neural,300.0,1200.0,12000.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_observation_shift_smoke,reviewer1_observation_shift_smoke,configs/reviewer1_remaining/smoke/observation_shift.yaml,Reviewer1-observation-shift-smoke,Reviewer1ObservationShift-v0,Reviewer1ObservationShift-v0,native_gymnasium_observation,count_gated_tau_20,11010,train,1676,,,1676,18,0.44999999999999973,45,1.0,1676,73,0.003677037438100255,0.013761648908257484,0,0,3,3.0185404000003473,3.0185404000003473,0.0,3.0185404000003473,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,7cc5bc598cfd6850415c80c2a5f22423f37a7ce8561077a69366f06d0ab14b1d,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.1794263212038083,0.0,1.0,1.0,310.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4163860830527497,0.5836139169472503,0.0,nan,nan,0.5127404073571804,nan,1.0,1.0,nan,0.0,nan,nan,exact,41.73555555555556,20.3,neural,310.0,1240.0,12400.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_observation_shift_smoke,reviewer1_observation_shift_smoke,configs/reviewer1_remaining/smoke/observation_shift.yaml,Reviewer1-observation-shift-smoke,Reviewer1ObservationShift-v0,Reviewer1ObservationShift-v0,native_gymnasium_observation,count_gated_tau_20,11010,train,1836,,,1836,19,-2.0400000000000005,160,0.0,1836,83,0.0034082376796833566,0.013761648908257484,0,0,3,3.254484400000365,3.254484400000365,0.0,3.254484400000365,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,7cc5bc598cfd6850415c80c2a5f22423f37a7ce8561077a69366f06d0ab14b1d,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.17489316067521907,0.0,1.0,1.0,331.0,1.0,0.0,0.0,0.0,0.0,0.15,0.14327741563194146,0.8567225843680586,0.0,nan,nan,0.1613359953725997,nan,0.85,0.85,nan,0.15,nan,nan,exact,71.675625,24.4,neural,331.0,1324.0,13240.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_observation_shift_smoke,reviewer1_observation_shift_smoke,configs/reviewer1_remaining/smoke/observation_shift.yaml,Reviewer1-observation-shift-smoke,Reviewer1ObservationShift-v0,Reviewer1ObservationShift-v0,native_gymnasium_observation,count_gated_tau_20,11010,train,1996,,,1996,20,-2.0500000000000007,160,0.0,1996,93,0.0033093196958674602,0.013761648908257484,0,0,3,3.655479599998216,3.655479599998216,0.0,3.655479599998216,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,7cc5bc598cfd6850415c80c2a5f22423f37a7ce8561077a69366f06d0ab14b1d,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.17703101447359304,0.0,1.0,1.0,348.0,1.0,0.0,0.0,0.0,0.0,0.20625,0.187431685201248,0.8125683147987519,0.0,nan,nan,0.21591996697256652,nan,0.79375,0.79375,nan,0.20625,nan,nan,exact,86.079375,26.7,neural,348.0,1392.0,13920.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_observation_shift_smoke,reviewer1_observation_shift_smoke,configs/reviewer1_remaining/smoke/observation_shift.yaml,Reviewer1-observation-shift-smoke,Reviewer1ObservationShift-v0,Reviewer1ObservationShift-v0,native_gymnasium_observation,count_gated_tau_20,11010,train,2007,,,2007,21,0.88,11,1.0,2007,94,0.0034102566647135897,0.013761648908257484,0,0,3,3.6696477999939816,3.6696477999939816,0.0,3.6696477999939816,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,7cc5bc598cfd6850415c80c2a5f22423f37a7ce8561077a69366f06d0ab14b1d,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.17703101447359304,0.0,1.0,1.0,354.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13043478260869562,0.8695652173913043,0.0,nan,nan,0.1392920235749422,nan,1.0,1.0,nan,0.0,nan,nan,exact,23.236363636363635,20.6,neural,354.0,1416.0,14160.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_observation_shift_smoke,reviewer1_observation_shift_smoke,configs/reviewer1_remaining/smoke/observation_shift.yaml,Reviewer1-observation-shift-smoke,Reviewer1ObservationShift-v0,Reviewer1ObservationShift-v0,native_gymnasium_observation,count_gated_tau_20,11010,train,2167,,,2167,22,-2.0400000000000005,160,0.0,2167,104,0.0032138616981263533,0.013761648908257484,0,0,3,4.029947600000014,4.029947600000014,0.0,4.029947600000014,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,7cc5bc598cfd6850415c80c2a5f22423f37a7ce8561077a69366f06d0ab14b1d,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.1680930856204677,0.0,1.0,1.0,394.0,1.0,0.0,0.0,0.0,0.0,0.13125,0.1292759246001375,0.8707240753998626,0.0,nan,nan,0.14141266113342704,nan,0.86875,0.86875,nan,0.13125,nan,nan,exact,87.57625,26.15,neural,394.0,1576.0,15760.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_observation_shift_smoke,reviewer1_observation_shift_smoke,configs/reviewer1_remaining/smoke/observation_shift.yaml,Reviewer1-observation-shift-smoke,Reviewer1ObservationShift-v0,Reviewer1ObservationShift-v0,native_gymnasium_observation,count_gated_tau_20,11010,train,2186,,,2186,23,0.8099999999999999,19,1.0,2186,105,0.00318406299366394,0.013761648908257484,0,0,3,4.0543814999982715,4.0543814999982715,0.0,4.0543814999982715,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,7cc5bc598cfd6850415c80c2a5f22423f37a7ce8561077a69366f06d0ab14b1d,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.16592249198921244,0.0,1.0,1.0,403.0,0.0,0.0,0.0,0.0,1.0,0.21052631578947367,0.07177033492822965,0.9282296650717704,0.0,nan,nan,0.07512835418213722,nan,0.7894736842105263,0.7894736842105263,nan,0.21052631578947367,nan,nan,exact,86.18947368421054,21.5,neural,403.0,1612.0,16120.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_observation_shift_smoke,reviewer1_observation_shift_smoke,configs/reviewer1_remaining/smoke/observation_shift.yaml,Reviewer1-observation-shift-smoke,Reviewer1ObservationShift-v0,Reviewer1ObservationShift-v0,native_gymnasium_observation,count_gated_tau_20,11010,train,2285,,,2285,24,-0.22000000000000086,99,1.0,2285,111,0.00301424535131331,0.013761648908257484,0,0,3,4.241113799995219,4.241113799995219,0.0,4.241113799995219,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,7cc5bc598cfd6850415c80c2a5f22423f37a7ce8561077a69366f06d0ab14b1d,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.15526964743928273,0.0,1.0,1.0,441.0,0.0,0.0,0.0,0.0,1.0,0.2727272727272727,0.0853538936542889,0.9146461063457111,0.0,nan,nan,0.0917499654834619,nan,0.7272727272727273,0.7272727272727273,nan,0.2727272727272727,nan,nan,exact,106.73737373737374,26.8,neural,441.0,1764.0,17640.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
