environment,agent,beta,lambda,epsilon,scope,target_type,target_definition,aggregation_level,requested_coverage,realized_coverage,retained_rows,total_informative_rows,selective_risk,selective_risk_ci_low,selective_risk_ci_high,bootstrap_available_seed_count,source_file
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,1.0,1.0,800,800,0.3567131440654364,0.3048126570654227,0.42608580731153844,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.9,0.90625,725,800,0.34528540812870523,0.28428088391762146,0.42387284298524325,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.8,0.80625,645,800,0.3267756775563883,0.2587381671998168,0.41327770632034366,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.7,0.70625,565,800,0.31823981420791114,0.24351113105118857,0.4042189421281164,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.6,0.605,484,800,0.307999886717787,0.22590988767313663,0.410352268794223,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.5,0.50125,401,800,0.2675945648727232,0.18213668943920155,0.3862670343152672,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.3999999999999999,0.40625,325,800,0.21650988058957701,0.11354739597451882,0.360280521611137,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.29999999999999993,0.305,244,800,0.16457958627523847,0.044046794871794866,0.32898566827697245,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.19999999999999996,0.205,164,800,0.1335014005602241,0.01888888888888889,0.3244642857142856,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.1,0.105,84,800,0.15079365079365079,0.011111111111111117,0.3571428571428571,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,1.0,1.0,528,528,0.3046893855832428,0.21902651721284044,0.40334291484233586,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.9,0.9090909090909091,480,528,0.2733359884718446,0.18630552392925195,0.36719197759276373,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.8,0.8087121212121212,427,528,0.24294708026292766,0.14948706083042976,0.3481050894900293,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.7,0.7083333333333334,374,528,0.21422085046626052,0.12659467060170856,0.3114975083056478,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.6,0.6098484848484849,322,528,0.18049523840541642,0.10826002053320603,0.266677104538791,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.5,0.5075757575757576,268,528,0.14143184893629832,0.07523529079477355,0.22464066377171202,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.3999999999999999,0.4071969696969697,215,528,0.10364411027568923,0.04425375939849626,0.18122321428571425,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.29999999999999993,0.3087121212121212,163,528,0.06988304093567252,0.005555555555555558,0.16520467836257308,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.19999999999999996,0.20833333333333334,110,528,0.07532051282051283,0.0125,0.16762820512820514,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.1,0.10795454545454546,57,528,0.0,0.0,0.0,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,1.0,1.0,553,553,0.3739827533174963,0.27407061336245625,0.481191908837688,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.9,0.9095840867992767,503,553,0.37726930907093703,0.27842622479816276,0.488155112488443,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.8,0.810126582278481,448,553,0.3601761195730401,0.2620833280469599,0.46901371981822815,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.7,0.7106690777576854,393,553,0.33670802055722393,0.2524129456232643,0.4412525849811962,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.6,0.6057866184448463,335,553,0.3251480095844127,0.22772325236301239,0.4565553974173903,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.5,0.5045207956600362,279,553,0.2899781181881908,0.17953897555190662,0.4234933298284023,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.3999999999999999,0.41229656419529837,228,553,0.256074794770447,0.14786406709232797,0.39087076872402954,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.29999999999999993,0.3074141048824593,170,553,0.19057318541451668,0.07860666064671483,0.34827648778809767,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.19999999999999996,0.20795660036166366,115,553,0.17806526806526807,0.058711538461538454,0.3206351981351981,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,action_correctness,Evaluation rows where exactly one branch greedy action equals the analytic optimal action; target=1 means tabular is correct and neural is incorrect. Ties are excluded.,mean_seed_selective_error_rate,0.1,0.10849909584086799,60,553,0.10476190476190479,0.02857142857142858,0.20000000000000004,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,1.0,1.0,5740,5740,0.29581881533101045,0.2533101045296167,0.3437282229965156,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.9,0.9006968641114983,5170,5740,0.26963249516441007,0.21624274661508705,0.3251450676982592,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.8,0.8013937282229965,4600,5740,0.23891304347826087,0.1823858695652174,0.3017391304347826,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.7,0.7003484320557491,4020,5740,0.2087064676616915,0.14874999999999997,0.2748880597014925,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.6,0.6010452961672473,3450,5740,0.1846376811594203,0.1246231884057971,0.25333333333333335,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.5,0.5,2870,5740,0.16689895470383279,0.10139372822299653,0.2407665505226481,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.3999999999999999,0.40069686411149824,2300,5740,0.1573913043478261,0.09652173913043478,0.22826086956521738,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.29999999999999993,0.30139372822299654,1730,5740,0.14682080924855492,0.09306358381502891,0.2052023121387283,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.19999999999999996,0.20034843205574912,1150,5740,0.12000000000000002,0.0556304347826087,0.19478260869565217,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.1,0.10104529616724739,580,5740,0.12586206896551722,0.044827586206896544,0.2189655172413793,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,1.0,1.0,5740,5740,0.3170731707317073,0.2770034843205575,0.36010888501742155,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.9,0.9006968641114983,5170,5740,0.29806576402321083,0.25009187620889745,0.3501063829787234,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.8,0.8013937282229965,4600,5740,0.273695652173913,0.2273913043478261,0.33065760869565214,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.7,0.7003484320557491,4020,5740,0.23880597014925375,0.18432213930348257,0.3012437810945274,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.6,0.6010452961672473,3450,5740,0.21710144927536232,0.15998550724637678,0.2782753623188405,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.5,0.5,2870,5740,0.20209059233449475,0.13900696864111498,0.26794425087108015,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.3999999999999999,0.40069686411149824,2300,5740,0.19,0.13302173913043477,0.25999999999999995,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.29999999999999993,0.30139372822299654,1730,5740,0.19075144508670522,0.13641618497109825,0.2514450867052023,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.19999999999999996,0.20034843205574912,1150,5740,0.1817391304347826,0.12171739130434782,0.24521739130434778,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-020-independent-calibration,same_input_crisp,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.1,0.10104529616724739,580,5740,0.2206896551724138,0.13275862068965516,0.3155172413793103,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,1.0,1.0,5740,5740,0.2573170731707317,0.21079703832752614,0.31342334494773516,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
ReliabilityShift-boundary-030-independent-calibration,relative_reliability_fuzzy,0.05,5.0,1e-08,post_shift_all,value_error,Evaluation rows with analytic full-action Q*: target=1 means the tabular Q-vector RMSE is lower than the neural Q-vector RMSE. Numerical ties are excluded.,mean_seed_selective_error_rate,0.9,0.9006968641114983,5170,5740,0.2286266924564797,0.17368471953578335,0.29188104448742747,10,results/reviewer1_remaining/reliability_calibration_independent/execution_instrumentation_rerun/raw.csv
